question,answer,image_id
how many white colour objects are there,4,image1018
what is the colour of the blanket,red,image1142
what is at the right side,door_way,image1376
what is on the right side of the mirror,vase,image1427
what object is stuck on the right storage rack,tissue_roll,image806
what is to the left of basin,door,image48
what is the white sheet stuck close to the wall,projector_screen,image20
what is on the right side of the paper,stapler,image553
what is to the left of the shelf,drawer,image324
what is present near the door on its right,room_divider,image1025
what is the object close to the wall,whiteboard,image630
what are the object on the side table,"lamp, flower_pot",image487
what are found on the sink,"toy, vase",image666
what objects found to the top right of the oven,vase,image829
what is the object close to the wall above the cabinet,mirror,image923
what is opposite to the bookshelf,table,image1141
what is on the shelf,papers,image64
what color is the tissue box,purple,image501
what is in front of the sofa,iron_box,image1318
what is to the right of the table,chair,image452
what is the colour of the pillow,pink,image1070
what is kept on top of the bed,pillow,image1013
what is in front of the chair,balloon,image426
what is the round object on the wall above the television,clock,image163
what is behind the sofa,shelves,image245
what is the object on the counter left of the tissue,toaster,image874
what is behind the drawer table,bed,image1054
what is the on the hanger,towel,image504
what is above the table,light_switch,image482
what is on the wall,picture,image421
what is the colour of the sofa,black,image160
what is present in front of the plastic bag and cover,bicycle_helmet,image1028
what are glued close to the cabinet doors,photo,image13
how many boxes are,6,image400
what is the colour of window,red,image544
how many chairs around the game table,4,image1239
how many chairs are there,3,image596
what is the object found at the top of the electric cooker,towel,image897
how many chairs are there,1,image915
what is on the right side of the central switch board,coffee_machine,image905
what is behind the tissue box,papers,image376
what is the object close to the wall above the table,mirror,image982
what is the object in the left,mirror,image982
what is the colour of cupboard handle,black,image790
what is to the left of sink,shelves,image49
what is to the left of the table,cabinet,image1383
what is the colour of the chair,brown,image915
what is at the centre of chairs,table,image1406
what is on the right side of the pencil,book,image552
what is in front of the door,bag,image949
what is the object close to the counter,stove,image867
what is the object close to the wall on the left side of the door,telephone,image150
what is to the left of the table,window,image1382
how many beds are there,2,image1055
what is found on the tv stand,remote_control,image1268
what is the colour of the comforter,green,image58
what color is the garbage bin,blue,image338
what are the objects in the image116 close to the shelf,jacket,image116
what is the object close to the counter,stove,image826
how many shelves does the cabinet with light green dishes have,4,image223
what color is the bath mat,white,image730
how many shelves are filled in the rack,19,image11
what is the object on the floor in front of the wall,speaker,image602
what is the object on the floor left of the table,sofa,image1351
what is to the left of the bookshelf,sofa,image479
what is behind the chairs,window,image1350
what is the object close to the wall,clock,image92
what colour is the screen,red,image536
what is in front of the window,table,image1350
how many monitors are,3,image7
what is below the shelf,grill,image144
name one thing of the toiletries,bottle_of_hand_wash_liquid,image655
what are found on the top of the bed,"bed_sheets, pillow",image909
what is to the right of tape dispenser,papers,image456
how many lamps are there,1,image50
what is amidst the chairs,table,image1426
